abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Jun Wu', 'Shuhui Bu', 'Zhenbao Liu', 'Lei Guo', 'Gong Cheng', 'Dingwen Zhang', 'Peicheng Zhou', 'Junwei Han']",10.1016/j.isprsjprs.2013.12.011,http://dx.doi.org/10.1016/j.isprsjprs.2013.12.011,3,2014,"Efficient, simultaneous detection of multi-class geospatial targets based on visual saliency modeling and discriminative learning of sparse coding",['ISPRS Journal of Photogrammetry and Remote Sensing'],"(['Computers in Earth Sciences', 'Computer Science Applications', 'Engineering (miscellaneous)', 'Atomic and Molecular Physics, and Optics'],)",,Earth Sciences
,"['W Xiaofei', 'X Xia', 'W Guo']",10.1016/j.eswa.2014.03.033,http://dx.doi.org/10.1016/j.eswa.2014.03.033,0,2014,A remote sensing ship recognition method based on dynamic probability generative model,['Expert Systems with Applications'],"(['Artificial Intelligence', 'Computer Science Applications', 'General Engineering'],)",,Artificial Intelligence/Robotics
". Vessel monitoring and surveillance is important for maritime safety and security, environment protection and border control. Ship monitoring systems based on Synthetic-aperture Radar (SAR) satellite images are operational. On SAR images the ships made of metal with sharp edges appear as bright dots and edges, therefore they can be well distinguished from the water. Since the radar is independent from the sun light and can acquire images also by cloudy weather and rain, it provides a reliable service. Vessel detection from spaceborne optical images (VDSOI) can extend the SAR based systems by providing more frequent revisit times and overcoming some drawbacks of the SAR images (e.g. lower spatial resolution, difficult human interpretation). Optical satellite images (OSI) can have a higher spatial resolution thus enabling the detection of smaller vessels and enhancing the vessel type classification. The human interpretation of an optical image is also easier than as of SAR image. In this paper I present a rapid automatic vessel detection method which uses pattern recognition methods, originally developed in the computer vision field. In the first step I train a binary classifier from image samples of vessels and background. The classifier uses simple features which can be calculated very fast. For the detection the classifier is slided along the image in various directions and scales. The detector has a cascade structure which rejects most of the background in the early stages which leads to faster execution. The detections are grouped together to avoid multiple detections. Finally the position, size(i.e. length and width) and heading of the vessels is extracted from the contours of the vessel. The presented method is parallelized, thus it runs fast (in minutes for 16000 × 16000 pixels image) on a multicore computer, enabling near real-time applications, e.g. one hour from image acquisition to end user.",G Máttyus,10.5194/isprsarchives-xl-1-w1-233-2013,http://dx.doi.org/10.5194/isprsarchives-xl-1-w1-233-2013,5,2013,NEAR REAL-TIME AUTOMATIC MARINE VESSEL DETECTION ON OPTICAL SATELLITE IMAGES,"['The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences']","([],)",,Science
,"['Wang Shengjin', 'He Fei', 'Li Yali', 'Li Dong']",10.2991/icmt-13.2013.58,http://dx.doi.org/10.2991/icmt-13.2013.58,0,2013,Object Detection in Image with Complex Background,['Proceedings of 3rd International Conference on Multimedia Technology(ICMT-13)'],"([],)",,Science
,"['Zhenghong Yu', 'Zhiwen Fang', 'Zhiguo Cao', 'Chunhua Deng']",10.1117/12.2031115,http://dx.doi.org/10.1117/12.2031115,10,2013,Ship detection from optical satellite image using optical flow and saliency,"['MIPPR 2013: Remote Sensing Image Processing, Geographic Information Systems, and Other Applications']","([],)",,Science
,"['A J E Smith', 'A Toet', 'R G Tan', 'J Sijs', 'R M Schoemaker', 'A A Mohamoud', 'M A Hogervorst', 'P Hanckmann', 'Van Den', 'A C Broek', 'E Breejen', 'H Bouma', 'R J Dekker']",,,0,2013,Maritime situation awareness capabilities from satellite and terrestrial sensor systems,,,,Science
,"['Trijntje V Downes', 'Robert A Leathers', 'Eric C Allman', 'Alan P Schaum', 'Brian J Daniel']",10.1117/12.2017762,http://dx.doi.org/10.1117/12.2017762,5,2013,Automatic ship detection from commercial multispectral satellite imagery,"['Algorithms and Technologies for Multispectral, Hyperspectral, and Ultraspectral Imagery XIX']","([],)",,Science
,"['Ali A Mohamoud', 'Robin M Schoemaker', 'Rob J Dekker', 'Henri Bouma']",10.1117/12.2029791,http://dx.doi.org/10.1117/12.2029791,10,2013,Segmentation and wake removal of seafaring vessels in optical satellite images,"['Electro-Optical Remote Sensing, Photonic Technologies, and Applications VII; and Military Applications in Hyperspectral Imaging and High Spatial Resolution Sensing']","([],)",,Science
,"['L Li', 'X Xia', 'X Wang', 'Y An']",10.2991/icmt-13.2013.209,http://dx.doi.org/10.2991/icmt-13.2013.209,0,2013,Multi-evidence fusion recognition of ship targets in sea battlefield's remote sensing images,['Proceedings of 3rd International Conference on Multimedia Technology(ICMT-13)'],"([],)",,Science
,"['Qingyu Hou', 'Xiao Zhao', 'Chunjiang Bian', 'Wei Zhang']",10.1117/12.2000688,http://dx.doi.org/10.1117/12.2000688,12,2012,Ship target segmentation and detection in complex optical remote sensing image based on component tree characteristics discrimination,['Optoelectronic Imaging and Multimedia Technology II'],"([],)",,Science
,"['G Aparna', 'M S Satyanarayana']",,,0,2012,A method of ship detection from spaceborne optical image,,,,Science
,"['Chengli Jia', 'Yindong Yu', 'Shuangjiu Xiao', 'Xubo Yang', 'Jiale Lin']",10.1007/978-3-642-31003-4_33,http://dx.doi.org/10.1007/978-3-642-31003-4_33,0,2012,A Line Segment Based Inshore Ship Detection Method,"['Future Control and Automation', 'Lecture Notes in Electrical Engineering']","([],)",,Science
"In this paper we propose an automatic ship detection method in High Resolution optical satellite images based on neighbor context information. First, a pre-detection of targets gives us candidates. For each candidate, we choose an extended region called candidate with neighborhood which comprises candidate and its neighbor area. Second, the patches of candidate with neighborhood are got by a regular grid, and their SIFT(Scale Invariant Feature Transform) features are extracted. Then the SIFT features of training images are clustered with the K-means algorithm to form a codebook of the patches. We quantize the patches of candidate with neighborhood according to this codebook and get the visual word representation. Finally by applying spatial pyramid matching, the candidates are classified with SVM (support vector machine). Experiment results are given for a set of images show that our method has got predominant performance.","['C R Zhu', 'J Guo']",10.4028/www.scientific.net/AMM.190-191.1099,https://www.semanticscholar.org/paper/1dfba5245760425dee4bf507bab4e43ea05b1237,0,2012,A novel method of ship detection from spaceborne optical image based on spatial pyramid matching,,,['Computer Science'],Computer Sciences
,"['Liming Zhang', 'Bin Wang', 'Ying Yu', 'Zhenghu Ding']",10.1016/j.neucom.2011.05.027,http://dx.doi.org/10.1016/j.neucom.2011.05.027,1,2012,An approach for visual attention based on biquaternion and its application for ship detection in multispectral imagery,['Neurocomputing'],"(['Artificial Intelligence', 'Cognitive Neuroscience', 'Computer Science Applications'],)",,Artificial Intelligence/Robotics
"In this letter, we propose a novel computational model for automatic ship detection in optical satellite images. The model first selects salient candidate regions across entire detection scene by using a bottom-up visual attention mechanism. Then, two complementary types of top-down cues are employed to discriminate the selected ship candidates. Specifically, in addition to the detailed appearance analysis of candidates, a neighborhood similarity-based method is further exploited to characterize their local context interactions. Furthermore, the framework of our model is designed in a multiscale and hierarchical manner which provides a plausible approximation to a visual search process and reasonably distributes the computational resources. Experiments over panchromatic SPOT5 data prove the effectiveness and computational efficiency of the proposed model.","['M Bian', 'L Gao', 'B Zhu', 'F Bi']",10.1109/LGRS.2011.2180695,https://www.semanticscholar.org/paper/b7b5671b2b90789ac343ec9612646d92e1b071ab,0,2012,A visual search inspired computational model for ship detection in optical satellite images,IEEE Geoscience and Remote Sensing Letters,,['Computer Science'],Computer Sciences
,"['Xiaoqin Kuang', 'Zhengrong Zuo']",10.1117/12.902059,http://dx.doi.org/10.1117/12.902059,11,2011,An effective method on ship target detection in remote sensing image of complex background,['MIPPR 2011: Automatic Target Recognition and Image Analysis'],"([],)",,Science
,"['Weihai Li', 'Xin You']",10.1109/cisp.2011.6100503,http://dx.doi.org/10.1109/cisp.2011.6100503,10,2011,A sea-land segmentation scheme based on statistical model of sea,['2011 4th International Congress on Image and Signal Processing'],"([],)",,Science
,"['Xian Sun', 'Kun Fu', 'Jian Xu']",10.1109/isidf.2011.6024201,http://dx.doi.org/10.1109/isidf.2011.6024201,8,2011,An Invariant Generalized Hough Transform Based Method of Inshore Ships Detection,['2011 International Symposium on Image and Data Fusion'],"([],)",,Science
,"['Lihua Yue', 'Shouhong Wan', 'Yu Xia']",10.1109/icig.2011.147,http://dx.doi.org/10.1109/icig.2011.147,8,2011,A Novel Algorithm for Ship Detection Based on Dynamic Fusion Model of Multi-feature and Support Vector Machine,['2011 Sixth International Conference on Image and Graphics'],"([],)",,Science
,"['Zhanfeng Shen', 'Cheng Qiao', 'Jiancheng Luo', 'Wei Wu']",10.1109/icsdm.2011.5969110,http://dx.doi.org/10.1109/icsdm.2011.5969110,6,2011,Ship recognition from high resolution remote sensing imagery aided by spatial relationship,['Proceedings 2011 IEEE International Conference on Spatial Data Mining and Geographical Knowledge Services'],"([],)",,Science
,"['Dong Yin', 'Yuan Yuan', 'Rong Zhang', 'Bao-Yun Wang']",10.1109/m2rsm.2011.5697379,http://dx.doi.org/10.1109/m2rsm.2011.5697379,1,2011,An Auto-Adapt Multi-Level Threshold Segmentation Method of Ships Detection in Remote Sensing Images with Complex Sea Surface Background,['2011 International Workshop on Multi-Platform/Multi-Sensor Remote Sensing and Mapping'],"([],)",,Science
,"['Matthias Gabel', 'Michael Teutsch', 'Stefan Knabe', 'Karin Zielinski', 'Stephane Estable', 'Gunter Saur']",10.1109/oceans-spain.2011.6003596,http://dx.doi.org/10.1109/oceans-spain.2011.6003596,6,2011,Detection and classification of man-made offshore objects in TerraSAR-X and RapidEye imagery: Selected results of the DeMarine-DEKO project,['OCEANS 2011 IEEE - Spain'],"([],)",,Science
